Gene1	Gene1Samples	Gene2	Gene2Samples	Common	P_value	Adjusted_p
NTNG2	8	PTEN	13	1	3.80E-01	5.82E-01
NTNG2	8	PTF1A	9	2	3.44E-02	5.27E-01
NTNG2	8	RB1	135	6	4.77E-01	6.37E-01
NTNG2	8	REG1B	13	1	3.80E-01	5.82E-01
NTNG2	8	RHAG	12	2	5.97E-02	5.27E-01
NTNG2	8	SLC4A10	18	2	1.24E-01	5.27E-01
NTNG2	8	SLC8A3	20	3	2.45E-02	5.27E-01
NTNG2	8	SLC9A4	11	1	3.31E-01	5.63E-01
NTNG2	8	SPHKAP	39	1	1.00E+00	1.00E+00
NTNG2	8	SRMS	5	1	1.65E-01	5.27E-01
NTNG2	8	TMEM132D	50	4	7.21E-02	5.27E-01
NTNG2	8	TNNI2	3	1	1.02E-01	5.27E-01
NTNG2	8	TP53	197	6	2.98E-01	5.52E-01
NTNG2	8	TUBA3C	16	1	4.47E-01	6.14E-01
NTNG2	8	UBE2NL	8	1	2.52E-01	5.33E-01
NTNG2	8	UNC93A	8	2	2.72E-02	5.27E-01
NTNG2	8	ZCCHC5	11	1	3.31E-01	5.63E-01
NTNG2	8	ZNF521	21	1	5.44E-01	6.77E-01
NTNG2	8	ZSCAN10	8	1	2.52E-01	5.33E-01
NUDT19	7	OR2C3	13	2	5.37E-02	5.27E-01
NUDT19	7	OR4K17	12	1	3.19E-01	5.58E-01
NUDT19	7	OR5M9	11	1	2.96E-01	5.52E-01
NUDT19	7	PRDM12	5	2	7.76E-03	4.96E-01
NUDT19	7	PTF1A	9	2	2.63E-02	5.27E-01
NUDT19	7	RB1	135	5	7.03E-01	8.09E-01
NUDT19	7	SIGLEC12	8	1	2.24E-01	5.33E-01
NUDT19	7	SLC4A10	18	1	4.42E-01	6.14E-01
NUDT19	7	SLC8A3	20	2	1.18E-01	5.27E-01
NUDT19	7	SLC9A4	11	1	2.96E-01	5.52E-01
NUDT19	7	SPHKAP	39	2	3.43E-01	5.65E-01
NUDT19	7	TMEM132D	50	4	4.30E-02	5.27E-01
NUDT19	7	TP53	197	6	1.00E+00	1.00E+00
NUDT19	7	TUBA3C	16	1	4.03E-01	5.91E-01
NUDT19	7	ZNF521	21	1	4.96E-01	6.45E-01
NUDT19	7	ZNF676	15	1	3.83E-01	5.84E-01
OCM2	3	OR2T2	8	1	1.02E-01	5.27E-01
OCM2	3	OR52K1	10	1	1.26E-01	5.27E-01
OCM2	3	OR5J2	10	1	1.26E-01	5.27E-01
OCM2	3	OR9Q2	8	1	1.02E-01	5.27E-01
OCM2	3	PTPRH	14	1	1.74E-01	5.33E-01
OCM2	3	RB1	135	1	5.69E-01	6.95E-01
OCM2	3	SLC9A4	11	1	1.38E-01	5.27E-01
OCM2	3	TMEM134	2	1	2.62E-02	5.27E-01
OCM2	3	TP53	197	2	3.56E-01	5.71E-01
OCM2	3	TRIM63	8	1	1.02E-01	5.27E-01
OR10C1	2	PTF1A	9	1	7.76E-02	5.27E-01
OR10C1	2	RB1	135	2	5.15E-01	6.54E-01
OR10C1	2	SAMD1	15	2	4.06E-03	4.96E-01
OR10C1	2	TKTL2	21	1	1.76E-01	5.33E-01
OR10C1	2	TMPRSS15	16	1	1.36E-01	5.27E-01
OR10C1	2	TP53	197	2	1.00E+00	1.00E+00
OR10J1	12	OR10V1	5	2	2.33E-02	5.27E-01
OR10J1	12	OR2C3	13	1	5.15E-01	6.54E-01
OR10J1	12	OR2G6	14	3	2.93E-02	5.27E-01
OR10J1	12	OR2T2	8	1	3.56E-01	5.71E-01
OR10J1	12	OR4C45	8	1	3.56E-01	5.71E-01
OR10J1	12	OR4K17	12	2	1.25E-01	5.27E-01
OR10J1	12	OR52E4	8	1	3.56E-01	5.71E-01
OR10J1	12	OR5M11	7	1	3.19E-01	5.58E-01
OR10J1	12	OR8B4	12	1	4.86E-01	6.38E-01
OR10J1	12	OR8H2	8	2	5.97E-02	5.27E-01
OR10J1	12	PLSCR2	4	1	1.96E-01	5.33E-01
OR10J1	12	PROL1	7	1	3.19E-01	5.58E-01
OR10J1	12	PTEN	13	1	5.15E-01	6.54E-01
OR10J1	12	PTPRH	14	1	5.42E-01	6.77E-01
OR10J1	12	RB1	135	8	7.66E-01	8.71E-01
OR10J1	12	REG1B	13	1	5.15E-01	6.54E-01
OR10J1	12	SELL	9	1	3.91E-01	5.86E-01
OR10J1	12	SIGLEC12	8	1	3.56E-01	5.71E-01
OR10J1	12	SLC4A10	18	2	2.42E-01	5.33E-01
OR10J1	12	SLC8A3	20	3	7.62E-02	5.27E-01
OR10J1	12	SPHKAP	39	2	1.00E+00	1.00E+00
OR10J1	12	SST	2	1	1.03E-01	5.27E-01
OR10J1	12	TBCA	1	1	5.26E-02	5.27E-01
OR10J1	12	TKTL2	21	1	1.00E+00	1.00E+00
OR10J1	12	TMEM132D	50	4	3.02E-01	5.52E-01
OR10J1	12	TP53	197	10	6.70E-01	7.83E-01
OR10J1	12	TTR	5	1	2.39E-01	5.33E-01
OR10J1	12	TUBA3C	16	1	5.92E-01	7.13E-01
OR10J1	12	UBE2NL	8	1	3.56E-01	5.71E-01
OR10J1	12	UNC93A	8	1	3.56E-01	5.71E-01
OR10J1	12	ZCCHC5	11	1	4.56E-01	6.18E-01
OR10J1	12	ZNF521	21	1	1.00E+00	1.00E+00
OR10J1	12	ZNF676	15	1	5.67E-01	6.95E-01
OR10K1	7	OR2C3	13	1	3.41E-01	5.63E-01
OR10K1	7	OR2G6	14	1	3.62E-01	5.76E-01
OR10K1	7	OR2T2	8	1	2.24E-01	5.33E-01
OR10K1	7	OR4K17	12	1	3.19E-01	5.58E-01
OR10K1	7	OR51B5	9	2	2.63E-02	5.27E-01
OR10K1	7	OR5J2	10	1	2.73E-01	5.43E-01
OR10K1	7	OR5M9	11	1	2.96E-01	5.52E-01
OR10K1	7	OR8B4	12	1	3.19E-01	5.58E-01
OR10K1	7	PLSCR2	4	1	1.18E-01	5.27E-01
OR10K1	7	PRR23C	6	2	1.15E-02	5.24E-01
OR10K1	7	RB1	135	4	1.00E+00	1.00E+00
OR10K1	7	REG1B	13	1	3.41E-01	5.63E-01
OR10K1	7	SELL	9	1	2.49E-01	5.33E-01
OR10K1	7	SGCZ	13	1	3.41E-01	5.63E-01
OR10K1	7	SPHKAP	39	1	1.00E+00	1.00E+00
OR10K1	7	STX11	4	1	1.18E-01	5.27E-01
OR10K1	7	TGM3	10	1	2.73E-01	5.43E-01
OR10K1	7	TMEM132D	50	2	6.50E-01	7.63E-01
OR10K1	7	TP53	197	6	1.00E+00	1.00E+00
OR10K1	7	UBE2NL	8	1	2.24E-01	5.33E-01
OR10K1	7	ZCCHC16	8	1	2.24E-01	5.33E-01
OR10K1	7	ZNF521	21	1	4.96E-01	6.45E-01
OR10K1	7	ZNF676	15	1	3.83E-01	5.84E-01
OR10V1	5	OR2C3	13	1	2.56E-01	5.33E-01
OR10V1	5	OR2G6	14	2	3.16E-02	5.27E-01
OR10V1	5	OR4K17	12	1	2.39E-01	5.33E-01
OR10V1	5	OR51B5	9	2	1.31E-02	5.27E-01
OR10V1	5	OR5M11	7	1	1.46E-01	5.27E-01
OR10V1	5	POU3F3	8	1	1.65E-01	5.27E-01
OR10V1	5	PRNP	1	1	2.19E-02	5.27E-01
OR10V1	5	PTEN	13	1	2.56E-01	5.33E-01
OR10V1	5	RB1	135	5	8.12E-02	5.27E-01
OR10V1	5	REG1B	13	1	2.56E-01	5.33E-01
OR10V1	5	RGS13	5	1	1.06E-01	5.27E-01
OR10V1	5	SIGLEC12	8	1	1.65E-01	5.27E-01
OR10V1	5	SLC4A10	18	1	3.40E-01	5.63E-01
OR10V1	5	SLC8A3	20	2	6.24E-02	5.27E-01
OR10V1	5	TBCA	1	1	2.19E-02	5.27E-01
OR10V1	5	TCP10L2	7	2	7.76E-03	4.96E-01
OR10V1	5	THAP1	4	1	8.54E-02	5.27E-01
OR10V1	5	TKTL2	21	1	3.86E-01	5.84E-01
OR10V1	5	TMEM132D	50	1	1.00E+00	1.00E+00
OR10V1	5	TP53	197	5	1.00E+00	1.00E+00
OR10V1	5	TUBA3C	16	2	4.09E-02	5.27E-01
OR10V1	5	ZNF521	21	1	3.86E-01	5.84E-01
OR10V1	5	ZNF676	15	1	2.91E-01	5.52E-01
OR11G2	7	OR4C45	8	1	2.24E-01	5.33E-01
OR11G2	7	OR4K17	12	1	3.19E-01	5.58E-01
OR11G2	7	OR6B1	7	1	1.98E-01	5.33E-01
OR11G2	7	OR8H2	8	1	2.24E-01	5.33E-01
OR11G2	7	OR9Q2	8	1	2.24E-01	5.33E-01
OR11G2	7	P2RX6	5	1	1.46E-01	5.27E-01
OR11G2	7	PEG3	21	2	1.28E-01	5.27E-01
OR11G2	7	POU3F3	8	1	2.24E-01	5.33E-01
OR11G2	7	PROL1	7	1	1.98E-01	5.33E-01
OR11G2	7	PTEN	13	1	3.41E-01	5.63E-01
OR11G2	7	PTF1A	9	1	2.49E-01	5.33E-01
OR11G2	7	PTPRH	14	1	3.62E-01	5.76E-01
OR11G2	7	RB1	135	3	4.47E-01	6.15E-01
OR11G2	7	REG1B	13	1	3.41E-01	5.63E-01
OR11G2	7	SELL	9	1	2.49E-01	5.33E-01
OR11G2	7	SELP	15	1	3.83E-01	5.84E-01
OR11G2	7	SGCZ	13	1	3.41E-01	5.63E-01
OR11G2	7	SLC4A10	18	1	4.42E-01	6.14E-01
OR11G2	7	SRMS	5	2	7.76E-03	4.96E-01
OR11G2	7	TCP10L2	7	1	1.98E-01	5.33E-01
OR11G2	7	TGM3	10	1	2.73E-01	5.43E-01
OR11G2	7	TKTL2	21	1	4.96E-01	6.45E-01
OR11G2	7	TMEM132D	50	1	1.00E+00	1.00E+00
OR11G2	7	TP53	197	7	5.98E-01	7.17E-01
OR11G2	7	TUBA3C	16	1	4.03E-01	5.91E-01
OR11G2	7	UNC93A	8	1	2.24E-01	5.33E-01
OR11G2	7	ZSCAN10	8	1	2.24E-01	5.33E-01
OR2A14	6	OR2G6	14	1	3.19E-01	5.58E-01
OR2A14	6	OR4N4	8	1	1.95E-01	5.33E-01
OR2A14	6	OR52E4	8	1	1.95E-01	5.33E-01
OR2A14	6	OR5M1	4	1	1.02E-01	5.27E-01
OR2A14	6	P2RX6	5	1	1.26E-01	5.27E-01
OR2A14	6	PEG3	21	2	9.68E-02	5.27E-01
OR2A14	6	PTEN	13	1	3.00E-01	5.52E-01
OR2A14	6	RB1	135	6	8.37E-02	5.27E-01
OR2A14	6	RGS13	5	1	1.26E-01	5.27E-01
OR2A14	6	RHAG	12	2	3.39E-02	5.27E-01
OR2A14	6	SCGB1D1	3	1	7.72E-02	5.27E-01
OR2A14	6	SELP	15	1	3.38E-01	5.63E-01
OR2A14	6	SPHKAP	39	1	1.00E+00	1.00E+00
OR2A14	6	TCF21	4	1	1.02E-01	5.27E-01
OR2A14	6	TCF23	4	1	1.02E-01	5.27E-01
OR2A14	6	TKTL2	21	2	9.68E-02	5.27E-01
OR2A14	6	TMEM132D	50	1	1.00E+00	1.00E+00
OR2A14	6	TMPRSS15	16	1	3.57E-01	5.71E-01
OR2A14	6	TP53	197	6	1.00E+00	1.00E+00
OR2A14	6	TRIM63	8	1	1.95E-01	5.33E-01
OR2A14	6	TUBA3C	16	1	3.57E-01	5.71E-01
OR2A14	6	UNC93A	8	1	1.95E-01	5.33E-01
OR2A14	6	ZFP36L2	7	1	1.72E-01	5.33E-01
OR2A14	6	ZNF521	21	1	4.44E-01	6.14E-01
OR2C3	13	OR2G6	14	1	5.71E-01	6.97E-01
OR2C3	13	OR2J2	4	1	2.11E-01	5.33E-01
OR2C3	13	OR2T2	8	2	6.93E-02	5.27E-01
OR2C3	13	OR4K17	12	1	5.15E-01	6.54E-01
OR2C3	13	OR4N4	8	1	3.80E-01	5.82E-01
OR2C3	13	OR52E4	8	1	3.80E-01	5.82E-01
OR2C3	13	OR52K1	10	1	4.51E-01	6.16E-01
OR2C3	13	OR5J2	10	1	4.51E-01	6.16E-01
OR2C3	13	OR5M1	4	1	2.11E-01	5.33E-01
OR2C3	13	OR5M11	7	1	3.41E-01	5.63E-01
OR2C3	13	OR5M9	11	1	4.84E-01	6.38E-01
OR2C3	13	OR6B1	7	1	3.41E-01	5.63E-01
OR2C3	13	OR8B4	12	1	5.15E-01	6.54E-01
OR2C3	13	OR9Q2	8	1	3.80E-01	5.82E-01
OR2C3	13	PEG3	21	1	1.00E+00	1.00E+00
OR2C3	13	PRDM12	5	2	2.73E-02	5.27E-01
OR2C3	13	PRR23C	6	1	3.00E-01	5.52E-01
OR2C3	13	PTF1A	9	3	1.00E-02	5.16E-01
OR2C3	13	PTPRH	14	1	5.71E-01	6.97E-01
OR2C3	13	RB1	135	7	7.74E-01	8.80E-01
OR2C3	13	RHAG	12	1	5.15E-01	6.54E-01
OR2C3	13	RNGTT	5	1	2.56E-01	5.33E-01
OR2C3	13	SAMD1	15	2	2.07E-01	5.33E-01
OR2C3	13	SGCZ	13	1	5.44E-01	6.77E-01
OR2C3	13	SLC4A10	18	2	2.73E-01	5.43E-01
OR2C3	13	SLC8A3	20	4	1.86E-02	5.27E-01
OR2C3	13	SLC9A4	11	2	1.23E-01	5.27E-01
OR2C3	13	SPHKAP	39	4	2.45E-01	5.33E-01
OR2C3	13	SRMS	5	1	2.56E-01	5.33E-01
OR2C3	13	TBCA	1	1	5.70E-02	5.27E-01
OR2C3	13	TKTL2	21	2	3.41E-01	5.63E-01
OR2C3	13	TMEM132D	50	4	4.89E-01	6.39E-01
OR2C3	13	TMEM215	4	1	2.11E-01	5.33E-01
OR2C3	13	TMPRSS15	16	3	5.27E-02	5.27E-01
OR2C3	13	TP53	197	13	2.24E-01	5.33E-01
OR2C3	13	TPD52	3	1	1.62E-01	5.27E-01
OR2C3	13	TRIM63	8	1	3.80E-01	5.82E-01
OR2C3	13	TUBA3C	16	1	1.00E+00	1.00E+00
OR2C3	13	UNC93A	8	1	3.80E-01	5.82E-01
OR2C3	13	WNT11	6	1	3.00E-01	5.52E-01
OR2C3	13	ZCCHC16	8	2	6.93E-02	5.27E-01
OR2C3	13	ZNF521	21	2	3.41E-01	5.63E-01
OR2G6	14	OR2T2	8	1	4.03E-01	5.91E-01
OR2G6	14	OR4N4	8	2	7.94E-02	5.27E-01
OR2G6	14	OR52E4	8	1	4.03E-01	5.91E-01
OR2G6	14	OR5M11	7	1	3.62E-01	5.76E-01
OR2G6	14	OR5M9	11	1	5.10E-01	6.54E-01
OR2G6	14	OR8B4	12	1	5.42E-01	6.77E-01
OR2G6	14	PEG3	21	3	1.26E-01	5.27E-01
OR2G6	14	PRNP	1	1	6.14E-02	5.27E-01
OR2G6	14	PRR23C	6	1	3.19E-01	5.58E-01
OR2G6	14	RB1	135	10	4.10E-01	5.93E-01
OR2G6	14	REG1B	13	1	5.71E-01	6.97E-01
OR2G6	14	RGS13	5	2	3.16E-02	5.27E-01
OR2G6	14	RHAG	12	2	1.62E-01	5.27E-01
OR2G6	14	RNGTT	5	1	2.74E-01	5.43E-01
OR2G6	14	SELP	15	1	1.00E+00	1.00E+00
OR2G6	14	SIGLEC12	8	2	7.94E-02	5.27E-01
OR2G6	14	SLC8A3	20	4	2.45E-02	5.27E-01
OR2G6	14	SPHKAP	39	2	1.00E+00	1.00E+00
OR2G6	14	ST6GALNAC3	10	1	4.76E-01	6.36E-01
OR2G6	14	TBCA	1	1	6.14E-02	5.27E-01
OR2G6	14	TCF21	4	1	2.25E-01	5.33E-01
OR2G6	14	TKTL2	21	2	6.24E-01	7.44E-01
OR2G6	14	TMEM132D	50	5	1.96E-01	5.33E-01
OR2G6	14	TMEM155	2	1	1.19E-01	5.27E-01
OR2G6	14	TP53	197	14	2.26E-01	5.33E-01
OR2G6	14	TPRA1	2	1	1.19E-01	5.27E-01
OR2G6	14	WNT11	6	1	3.19E-01	5.58E-01
OR2G6	14	ZCCHC5	11	1	5.10E-01	6.54E-01
OR2G6	14	ZNF521	21	1	1.00E+00	1.00E+00
OR2J2	4	OR4K17	12	1	1.96E-01	5.33E-01
OR2J2	4	OR6B1	7	1	1.18E-01	5.27E-01
OR2J2	4	OR8H2	8	1	1.34E-01	5.27E-01
OR2J2	4	PTEN	13	1	2.11E-01	5.33E-01
OR2J2	4	RB1	135	2	1.00E+00	1.00E+00
OR2J2	4	SPHKAP	39	1	5.30E-01	6.68E-01
OR2J2	4	SST	2	1	3.49E-02	5.27E-01
OR2J2	4	TKTL2	21	1	3.22E-01	5.62E-01
OR2J2	4	TMEM132D	50	2	2.10E-01	5.33E-01
OR2J2	4	TMEM215	4	1	6.88E-02	5.27E-01
OR2J2	4	TMPRSS15	16	1	2.54E-01	5.33E-01
OR2J2	4	TP53	197	4	1.00E+00	1.00E+00
OR2J2	4	UBE2NL	8	1	1.34E-01	5.27E-01
OR2J2	4	ZCCHC16	8	1	1.34E-01	5.27E-01
OR2J2	4	ZCCHC5	11	1	1.81E-01	5.33E-01
OR2J2	4	ZNF521	21	2	4.34E-02	5.27E-01
OR2J2	4	ZSCAN10	8	1	1.34E-01	5.27E-01
OR2T2	8	OR4N4	8	1	2.52E-01	5.33E-01
OR2T2	8	OR51B5	9	1	2.79E-01	5.43E-01
OR2T2	8	OR5J2	10	1	3.06E-01	5.52E-01
OR2T2	8	OR8B4	12	1	3.56E-01	5.71E-01
OR2T2	8	OR8H2	8	1	2.52E-01	5.33E-01
OR2T2	8	PTF1A	9	1	2.79E-01	5.43E-01
OR2T2	8	PTPRH	14	2	7.94E-02	5.27E-01
OR2T2	8	RB1	135	5	1.00E+00	1.00E+00
OR2T2	8	SAMD1	15	1	4.25E-01	6.01E-01
OR2T2	8	SELL	9	1	2.79E-01	5.43E-01
OR2T2	8	SIGLEC12	8	1	2.52E-01	5.33E-01
OR2T2	8	SLC9A4	11	1	3.31E-01	5.63E-01
OR2T2	8	SPHKAP	39	2	6.28E-01	7.46E-01
OR2T2	8	SRMS	5	1	1.65E-01	5.27E-01
OR2T2	8	STX11	4	1	1.34E-01	5.27E-01
OR2T2	8	TKTL2	21	2	1.61E-01	5.27E-01
OR2T2	8	TMEM132D	50	2	6.88E-01	7.99E-01
OR2T2	8	TMEM134	2	1	6.91E-02	5.27E-01
OR2T2	8	TMPRSS15	16	1	4.47E-01	6.14E-01
OR2T2	8	TP53	197	7	1.00E+00	1.00E+00
OR2T2	8	TPD52	3	1	1.02E-01	5.27E-01
OR2T2	8	TRIM63	8	1	2.52E-01	5.33E-01
OR2T2	8	UBE2NL	8	1	2.52E-01	5.33E-01
OR2T2	8	ZSCAN10	8	1	2.52E-01	5.33E-01
OR4C45	8	OR4K17	12	2	5.97E-02	5.27E-01
OR4C45	8	OR52E4	8	1	2.52E-01	5.33E-01
OR4C45	8	OR5M1	4	1	1.34E-01	5.27E-01
OR4C45	8	OR5M9	11	1	3.31E-01	5.63E-01
OR4C45	8	OR6B1	7	1	2.24E-01	5.33E-01
OR4C45	8	OR8H2	8	1	2.52E-01	5.33E-01
OR4C45	8	P2RX6	5	1	1.65E-01	5.27E-01
OR4C45	8	PEG3	21	1	5.44E-01	6.77E-01
OR4C45	8	POU3F3	8	1	2.52E-01	5.33E-01
OR4C45	8	PRND	2	1	6.91E-02	5.27E-01
OR4C45	8	PTEN	13	1	3.80E-01	5.82E-01
OR4C45	8	PTF1A	9	1	2.79E-01	5.43E-01
OR4C45	8	RB1	135	5	1.00E+00	1.00E+00
OR4C45	8	RHAG	12	1	3.56E-01	5.71E-01
OR4C45	8	SELP	15	1	4.25E-01	6.01E-01
OR4C45	8	SGCZ	13	1	3.80E-01	5.82E-01
OR4C45	8	SLC4A10	18	1	4.88E-01	6.38E-01
OR4C45	8	SLC8A3	20	2	1.49E-01	5.27E-01
OR4C45	8	SNCB	5	1	1.65E-01	5.27E-01
OR4C45	8	SPHKAP	39	2	6.28E-01	7.46E-01
OR4C45	8	SRMS	5	1	1.65E-01	5.27E-01
OR4C45	8	SST	2	1	6.91E-02	5.27E-01
OR4C45	8	STX11	4	1	1.34E-01	5.27E-01
OR4C45	8	TCP10L2	7	1	2.24E-01	5.33E-01
OR4C45	8	TGM3	10	1	3.06E-01	5.52E-01
OR4C45	8	TMEM132D	50	2	6.88E-01	7.99E-01
OR4C45	8	TP53	197	7	1.00E+00	1.00E+00
OR4C45	8	TTR	5	1	1.65E-01	5.27E-01
OR4C45	8	UNC93A	8	2	2.72E-02	5.27E-01
OR4C45	8	ZCCHC16	8	1	2.52E-01	5.33E-01
OR4C45	8	ZFP36L2	7	2	2.08E-02	5.27E-01
OR4C45	8	ZNF521	21	2	1.61E-01	5.27E-01
OR4C45	8	ZNF676	15	3	1.07E-02	5.24E-01
OR4K17	12	OR4N4	8	1	3.56E-01	5.71E-01
OR4K17	12	OR51B5	9	1	3.91E-01	5.86E-01
OR4K17	12	OR52E4	8	1	3.56E-01	5.71E-01
OR4K17	12	OR5J2	10	1	4.24E-01	6.01E-01
OR4K17	12	OR6B1	7	1	3.19E-01	5.58E-01
OR4K17	12	OR8H2	8	2	5.97E-02	5.27E-01
OR4K17	12	OR9Q2	8	3	5.42E-03	4.96E-01
OR4K17	12	P2RX6	5	1	2.39E-01	5.33E-01
OR4K17	12	PEG3	21	1	1.00E+00	1.00E+00
OR4K17	12	PLSCR2	4	1	1.96E-01	5.33E-01
OR4K17	12	POU3F3	8	4	2.81E-04	2.63E-01
OR4K17	12	PTEN	13	2	1.43E-01	5.27E-01
OR4K17	12	PTPRH	14	1	5.42E-01	6.77E-01
OR4K17	12	RB1	135	7	1.00E+00	1.00E+00
OR4K17	12	REG1B	13	3	2.38E-02	5.27E-01
OR4K17	12	RHAG	12	1	4.86E-01	6.38E-01
OR4K17	12	SELP	15	1	5.67E-01	6.95E-01
OR4K17	12	SGCZ	13	1	5.15E-01	6.54E-01
OR4K17	12	SLC4A10	18	2	2.42E-01	5.33E-01
OR4K17	12	SPHKAP	39	2	1.00E+00	1.00E+00
OR4K17	12	SST	2	1	1.03E-01	5.27E-01
OR4K17	12	ST6GALNAC3	10	1	4.24E-01	6.01E-01
OR4K17	12	STX11	4	1	1.96E-01	5.33E-01
OR4K17	12	TGM3	10	1	4.24E-01	6.01E-01
OR4K17	12	TMEM132D	50	2	1.00E+00	1.00E+00
OR4K17	12	TMEM215	4	2	1.44E-02	5.27E-01
OR4K17	12	TMPRSS15	16	1	5.92E-01	7.13E-01
OR4K17	12	TNNI2	3	1	1.50E-01	5.27E-01
OR4K17	12	TP53	197	10	6.70E-01	7.83E-01
OR4K17	12	TUBA3C	16	2	2.02E-01	5.33E-01
OR4K17	12	UNC93A	8	1	3.56E-01	5.71E-01
OR4K17	12	ZCCHC16	8	2	5.97E-02	5.27E-01
OR4K17	12	ZCCHC5	11	1	4.56E-01	6.18E-01
OR4K17	12	ZFP36L2	7	1	3.19E-01	5.58E-01
OR4K17	12	ZNF521	21	5	2.13E-03	4.80E-01
OR4K17	12	ZNF676	15	2	1.82E-01	5.33E-01
OR4N4	8	OR9Q2	8	1	2.52E-01	5.33E-01
OR4N4	8	PEG3	21	2	1.61E-01	5.27E-01
OR4N4	8	PTF1A	9	1	2.79E-01	5.43E-01
OR4N4	8	RB1	135	6	4.77E-01	6.37E-01
OR4N4	8	REG1B	13	1	3.80E-01	5.82E-01
OR4N4	8	RHAG	12	1	3.56E-01	5.71E-01
OR4N4	8	SAMD1	15	1	4.25E-01	6.01E-01
OR4N4	8	SELP	15	1	4.25E-01	6.01E-01
OR4N4	8	SIGLEC12	8	1	2.52E-01	5.33E-01
OR4N4	8	SLC8A3	20	1	5.26E-01	6.65E-01
OR4N4	8	SPHKAP	39	3	1.40E-01	5.27E-01
OR4N4	8	SRMS	5	1	1.65E-01	5.27E-01
OR4N4	8	TCF21	4	1	1.34E-01	5.27E-01
OR4N4	8	TKTL2	21	1	5.44E-01	6.77E-01
OR4N4	8	TMEM132D	50	3	3.78E-01	5.82E-01
OR4N4	8	TNNI2	3	1	1.02E-01	5.27E-01
OR4N4	8	TP53	197	5	7.94E-02	5.27E-01
OR4N4	8	UNC93A	8	1	2.52E-01	5.33E-01
OR4N4	8	ZCCHC5	11	1	3.31E-01	5.63E-01
OR51B5	9	OR5J2	10	1	3.37E-01	5.63E-01
OR51B5	9	OR8B4	12	1	3.91E-01	5.86E-01
OR51B5	9	PGRMC1	5	1	1.84E-01	5.33E-01
OR51B5	9	PLSCR2	4	1	1.50E-01	5.27E-01
OR51B5	9	POU3F3	8	1	2.79E-01	5.43E-01
OR51B5	9	PROL1	7	1	2.49E-01	5.33E-01
OR51B5	9	PTPRH	14	1	4.41E-01	6.14E-01
OR51B5	9	RB1	135	5	1.00E+00	1.00E+00
OR51B5	9	REG1B	13	2	8.62E-02	5.27E-01
OR51B5	9	SCGB1D1	3	1	1.14E-01	5.27E-01
OR51B5	9	SELL	9	2	4.33E-02	5.27E-01
OR51B5	9	SGCZ	13	1	4.16E-01	5.98E-01
OR51B5	9	SIGLEC12	8	1	2.79E-01	5.43E-01
OR51B5	9	SLC4A10	18	2	1.52E-01	5.27E-01
OR51B5	9	SLC8A3	20	2	1.81E-01	5.33E-01
OR51B5	9	SNCB	5	1	1.84E-01	5.33E-01
OR51B5	9	SPHKAP	39	1	1.00E+00	1.00E+00
OR51B5	9	SRMS	5	1	1.84E-01	5.33E-01
OR51B5	9	TCP10L2	7	2	2.63E-02	5.27E-01
OR51B5	9	THAP1	4	2	8.01E-03	4.96E-01
OR51B5	9	TMEM132D	50	5	2.61E-02	5.27E-01
OR51B5	9	TP53	197	8	1.00E+00	1.00E+00
OR51B5	9	TUBA3C	16	1	4.87E-01	6.38E-01
OR51B5	9	UBE2NL	8	1	2.79E-01	5.43E-01
OR51B5	9	ZCCHC16	8	1	2.79E-01	5.43E-01
OR51B5	9	ZNF521	21	2	1.96E-01	5.33E-01
OR51B5	9	ZNF676	15	3	1.53E-02	5.27E-01
OR52E4	8	OR8B4	12	1	3.56E-01	5.71E-01
OR52E4	8	OR8H2	8	1	2.52E-01	5.33E-01
OR52E4	8	P2RX6	5	1	1.65E-01	5.27E-01
OR52E4	8	PLSCR2	4	1	1.34E-01	5.27E-01
OR52E4	8	RB1	135	7	1.46E-01	5.27E-01
OR52E4	8	REG1B	13	2	6.93E-02	5.27E-01
OR52E4	8	SAMD1	15	1	4.25E-01	6.01E-01
OR52E4	8	SCGB1D1	3	1	1.02E-01	5.27E-01
OR52E4	8	SLC4A10	18	1	4.88E-01	6.38E-01
OR52E4	8	SPHKAP	39	1	1.00E+00	1.00E+00
OR52E4	8	SST	2	1	6.91E-02	5.27E-01
OR52E4	8	ST6GALNAC3	10	1	3.06E-01	5.52E-01
OR52E4	8	TCP10L2	7	1	2.24E-01	5.33E-01
OR52E4	8	TGM3	10	1	3.06E-01	5.52E-01
OR52E4	8	TP53	197	8	6.02E-01	7.21E-01
OR52E4	8	TPD52	3	1	1.02E-01	5.27E-01
OR52E4	8	TRIM63	8	1	2.52E-01	5.33E-01
OR52E4	8	TTR	5	1	1.65E-01	5.27E-01
OR52E4	8	WNT11	6	1	1.95E-01	5.33E-01
OR52E4	8	ZFP36L2	7	1	2.24E-01	5.33E-01
OR52E4	8	ZNF521	21	1	5.44E-01	6.77E-01
OR52K1	10	OR5M1	4	1	1.65E-01	5.27E-01
OR52K1	10	OR5M9	11	1	3.96E-01	5.88E-01
OR52K1	10	OR8B4	12	1	4.24E-01	6.01E-01
OR52K1	10	OR9Q2	8	1	3.06E-01	5.52E-01
OR52K1	10	P2RX6	5	1	2.03E-01	5.33E-01
OR52K1	10	PEG3	21	1	1.00E+00	1.00E+00
OR52K1	10	PRR23C	6	1	2.38E-01	5.33E-01
OR52K1	10	PTF1A	9	1	3.37E-01	5.63E-01
